dataset_ID,interval,spikes
3,1729,75166
3,1730,14298
3,1731,17370
3,1732,31605
3,1733,18522
3,1734,9730
3,1735,17959
3,1736,7731
3,1737,9435
3,1738,11327
3,1739,21474
3,1740,8266
5,1741,6062
5,1742,10732
5,1743,7970
5,1744,11341
5,1745,13649
5,1746,76261
5,1747,124955
5,1748,70800
5,1749,67544
5,1750,9228
5,1751,6442
5,1752,8643
5,1753,14095
5,1754,12238
5,1755,13011
5,1756,15372
5,1757,13731
5,1758,28134
5,1759,80686
5,1760,14231
5,1761,17189
5,1762,46208
5,1763,11530
5,1764,10312
5,1765,9399
5,1766,9397
5,1767,17658
5,1768,9483
5,1769,12726
5,1770,17362
0,1771,5950
0,1772,7132
0,1773,24436
0,1774,14017
0,1775,8748
0,1776,102580
0,1777,115106
0,1778,77393
0,1779,54874
0,1780,12815
0,1781,7866
0,1782,5344
0,1783,8528
0,1784,7001
0,1785,10214
0,1786,11318
0,1787,16039
0,1788,16228
0,1789,109570
0,1790,10616
0,1791,9551
0,1792,48411
0,1793,18143
0,1794,15951
0,1795,14500
0,1796,11074
0,1797,14010
0,1798,11480
0,1799,8516
0,1800,12053
7,1801,5462
7,1802,7079
7,1803,12861
7,1804,9218
7,1805,11137
7,1806,80360
7,1807,87684
7,1808,78251
7,1809,76618
7,1810,7615
7,1811,4993
7,1812,8712
7,1813,10428
7,1814,9082
7,1815,7815
7,1816,11223
7,1817,9933
7,1818,34925
7,1819,102265
7,1820,10828
7,1821,13321
7,1822,38897
7,1823,19828
7,1824,11690
7,1825,12409
7,1826,17123
7,1827,9805
7,1828,16595
7,1829,14372
7,1830,15634
3,1831,6781
3,1832,12801
3,1833,14218
3,1834,17653
3,1835,10006
3,1836,89340
3,1837,91998
3,1838,76674
3,1839,61815
3,1840,5165
3,1841,5525
3,1842,11207
3,1843,8282
3,1844,16026
3,1845,12337
3,1846,10882
3,1847,6852
3,1848,27620
3,1849,75166
3,1850,14298
3,1851,17370
3,1852,31605
3,1853,18522
3,1854,9730
3,1855,17959
3,1856,7731
3,1857,9435
3,1858,11327
3,1859,21474
3,1860,8266
