dataset_ID,interval,spikes
0,1861,5950
0,1862,7132
0,1863,24436
0,1864,14017
0,1865,8748
0,1866,102580
0,1867,115106
0,1868,77393
0,1869,54874
0,1870,12815
0,1871,7866
0,1872,5344
0,1873,8528
0,1874,7001
0,1875,10214
0,1876,11318
0,1877,16039
0,1878,16228
0,1879,109570
0,1880,10616
0,1881,9551
0,1882,48411
0,1883,18143
0,1884,15951
0,1885,14500
0,1886,11074
0,1887,14010
0,1888,11480
0,1889,8516
0,1890,12053
5,1891,6062
5,1892,10732
5,1893,7970
5,1894,11341
5,1895,13649
5,1896,76261
5,1897,124955
5,1898,70800
5,1899,67544
5,1900,9228
5,1901,6442
5,1902,8643
5,1903,14095
5,1904,12238
5,1905,13011
5,1906,15372
5,1907,13731
5,1908,28134
5,1909,80686
5,1910,14231
5,1911,17189
5,1912,46208
5,1913,11530
5,1914,10312
5,1915,9399
5,1916,9397
5,1917,17658
5,1918,9483
5,1919,12726
5,1920,17362
5,1921,6062
5,1922,10732
5,1923,7970
5,1924,11341
5,1925,13649
5,1926,76261
5,1927,124955
5,1928,70800
5,1929,67544
5,1930,9228
5,1931,6442
5,1932,8643
5,1933,14095
5,1934,12238
5,1935,13011
5,1936,15372
5,1937,13731
5,1938,28134
5,1939,80686
5,1940,14231
5,1941,17189
5,1942,46208
5,1943,11530
5,1944,10312
5,1945,9399
5,1946,9397
5,1947,17658
5,1948,9483
5,1949,12726
5,1950,17362
3,1951,6781
3,1952,12801
3,1953,14218
3,1954,17653
3,1955,10006
3,1956,89340
3,1957,91998
3,1958,76674
3,1959,61815
3,1960,5165
3,1961,5525
3,1962,11207
3,1963,8282
3,1964,16026
3,1965,12337
3,1966,10882
3,1967,6852
3,1968,27620
3,1969,75166
3,1970,14298
3,1971,17370
3,1972,31605
3,1973,18522
3,1974,9730
3,1975,17959
3,1976,7731
3,1977,9435
3,1978,11327
3,1979,21474
3,1980,8266
0,1981,5950
0,1982,7132
0,1983,24436
0,1984,14017
0,1985,8748
0,1986,102580
0,1987,115106
0,1988,77393
0,1989,54874
0,1990,12815
0,1991,7866
0,1992,5344
0,1993,8528
0,1994,7001
0,1995,10214
0,1996,11318
0,1997,16039
0,1998,16228
0,1999,109570
0,2000,10616
0,2001,9551
0,2002,48411
0,2003,18143
0,2004,15951
0,2005,14500
0,2006,11074
0,2007,14010
0,2008,11480
0,2009,8516
0,2010,12053
7,2011,5462
7,2012,7079
7,2013,12861
7,2014,9218
7,2015,11137
7,2016,80360
7,2017,87684
7,2018,78251
7,2019,76618
7,2020,7615
7,2021,4993
7,2022,8712
7,2023,10428
7,2024,9082
7,2025,7815
7,2026,11223
7,2027,9933
7,2028,34925
7,2029,102265
7,2030,10828
7,2031,13321
7,2032,38897
7,2033,19828
7,2034,11690
7,2035,12409
7,2036,17123
7,2037,9805
7,2038,16595
7,2039,14372
7,2040,15634
3,2041,6781
3,2042,12801
3,2043,14218
3,2044,17653
3,2045,10006
3,2046,89340
3,2047,91998
3,2048,76674
3,2049,61815
3,2050,5165
3,2051,5525
3,2052,11207
3,2053,8282
3,2054,16026
3,2055,12337
3,2056,10882
3,2057,6852
3,2058,27620
3,2059,75166
3,2060,14298
3,2061,17370
3,2062,31605
3,2063,18522
3,2064,9730
3,2065,17959
3,2066,7731
3,2067,9435
3,2068,11327
3,2069,21474
3,2070,8266
0,2071,5950
0,2072,7132
0,2073,24436
0,2074,14017
0,2075,8748
0,2076,102580
0,2077,115106
0,2078,77393
0,2079,54874
0,2080,12815
0,2081,7866
0,2082,5344
0,2083,8528
0,2084,7001
0,2085,10214
0,2086,11318
0,2087,16039
0,2088,16228
0,2089,109570
0,2090,10616
0,2091,9551
0,2092,48411
0,2093,18143
0,2094,15951
0,2095,14500
0,2096,11074
0,2097,14010
0,2098,11480
0,2099,8516
0,2100,12053
5,2101,6062
5,2102,10732
5,2103,7970
5,2104,11341
5,2105,13649
5,2106,76261
5,2107,124955
5,2108,70800
5,2109,67544
5,2110,9228
5,2111,6442
5,2112,8643
5,2113,14095
5,2114,12238
5,2115,13011
5,2116,15372
5,2117,13731
5,2118,28134
5,2119,80686
5,2120,14231
5,2121,17189
5,2122,46208
5,2123,11530
5,2124,10312
5,2125,9399
5,2126,9397
5,2127,17658
5,2128,9483
5,2129,12726
5,2130,17362
7,2131,5462
7,2132,7079
7,2133,12861
7,2134,9218
7,2135,11137
7,2136,80360
7,2137,87684
7,2138,78251
7,2139,76618
7,2140,7615
7,2141,4993
7,2142,8712
7,2143,10428
7,2144,9082
7,2145,7815
7,2146,11223
7,2147,9933
7,2148,34925
7,2149,102265
7,2150,10828
7,2151,13321
7,2152,38897
7,2153,19828
7,2154,11690
7,2155,12409
7,2156,17123
7,2157,9805
7,2158,16595
7,2159,14372
7,2160,15634
0,2161,5950
0,2162,7132
0,2163,24436
0,2164,14017
0,2165,8748
0,2166,102580
0,2167,115106
0,2168,77393
0,2169,54874
0,2170,12815
0,2171,7866
0,2172,5344
0,2173,8528
0,2174,7001
0,2175,10214
0,2176,11318
0,2177,16039
0,2178,16228
0,2179,109570
0,2180,10616
0,2181,9551
0,2182,48411
0,2183,18143
0,2184,15951
0,2185,14500
0,2186,11074
0,2187,14010
0,2188,11480
0,2189,8516
0,2190,12053
3,2191,6781
3,2192,12801
3,2193,14218
3,2194,17653
3,2195,10006
3,2196,89340
3,2197,91998
3,2198,76674
3,2199,61815
3,2200,5165
3,2201,5525
3,2202,11207
3,2203,8282
3,2204,16026
3,2205,12337
3,2206,10882
3,2207,6852
3,2208,27620
3,2209,75166
3,2210,14298
3,2211,17370
3,2212,31605
3,2213,18522
3,2214,9730
3,2215,17959
3,2216,7731
3,2217,9435
3,2218,11327
3,2219,21474
3,2220,8266
5,2221,6062
5,2222,10732
5,2223,7970
5,2224,11341
5,2225,13649
5,2226,76261
5,2227,124955
5,2228,70800
5,2229,67544
5,2230,9228
5,2231,6442
5,2232,8643
5,2233,14095
5,2234,12238
5,2235,13011
5,2236,15372
5,2237,13731
5,2238,28134
5,2239,80686
5,2240,14231
5,2241,17189
5,2242,46208
5,2243,11530
5,2244,10312
5,2245,9399
5,2246,9397
5,2247,17658
5,2248,9483
5,2249,12726
5,2250,17362
7,2251,5462
7,2252,7079
7,2253,12861
7,2254,9218
7,2255,11137
7,2256,80360
7,2257,87684
7,2258,78251
7,2259,76618
7,2260,7615
7,2261,4993
7,2262,8712
7,2263,10428
7,2264,9082
7,2265,7815
7,2266,11223
7,2267,9933
7,2268,34925
7,2269,102265
7,2270,10828
7,2271,13321
7,2272,38897
7,2273,19828
7,2274,11690
7,2275,12409
7,2276,17123
7,2277,9805
7,2278,16595
7,2279,14372
7,2280,15634
7,2281,5462
7,2282,7079
7,2283,12861
7,2284,9218
7,2285,11137
7,2286,80360
7,2287,87684
7,2288,78251
7,2289,76618
7,2290,7615
7,2291,4993
7,2292,8712
7,2293,10428
7,2294,9082
7,2295,7815
7,2296,11223
7,2297,9933
7,2298,34925
7,2299,102265
7,2300,10828
7,2301,13321
7,2302,38897
7,2303,19828
7,2304,11690
7,2305,12409
7,2306,17123
7,2307,9805
7,2308,16595
7,2309,14372
7,2310,15634
5,2311,6062
5,2312,10732
5,2313,7970
5,2314,11341
5,2315,13649
5,2316,76261
5,2317,124955
5,2318,70800
5,2319,67544
5,2320,9228
5,2321,6442
5,2322,8643
5,2323,14095
5,2324,12238
5,2325,13011
5,2326,15372
5,2327,13731
5,2328,28134
5,2329,80686
5,2330,14231
5,2331,17189
5,2332,46208
5,2333,11530
5,2334,10312
5,2335,9399
5,2336,9397
5,2337,17658
5,2338,9483
5,2339,12726
5,2340,17362
3,2341,6781
3,2342,12801
3,2343,14218
3,2344,17653
3,2345,10006
3,2346,89340
3,2347,91998
3,2348,76674
3,2349,61815
3,2350,5165
3,2351,5525
3,2352,11207
3,2353,8282
3,2354,16026
3,2355,12337
3,2356,10882
3,2357,6852
3,2358,27620
3,2359,75166
3,2360,14298
3,2361,17370
3,2362,31605
3,2363,18522
3,2364,9730
3,2365,17959
3,2366,7731
3,2367,9435
3,2368,11327
3,2369,21474
3,2370,8266
0,2371,5950
0,2372,7132
0,2373,24436
0,2374,14017
0,2375,8748
0,2376,102580
0,2377,115106
0,2378,77393
0,2379,54874
0,2380,12815
0,2381,7866
0,2382,5344
0,2383,8528
0,2384,7001
0,2385,10214
0,2386,11318
0,2387,16039
0,2388,16228
0,2389,109570
0,2390,10616
0,2391,9551
0,2392,48411
0,2393,18143
0,2394,15951
0,2395,14500
0,2396,11074
0,2397,14010
0,2398,11480
0,2399,8516
0,2400,12053
5,2401,6062
5,2402,10732
5,2403,7970
5,2404,11341
5,2405,13649
5,2406,76261
5,2407,124955
5,2408,70800
5,2409,67544
5,2410,9228
5,2411,6442
5,2412,8643
5,2413,14095
5,2414,12238
5,2415,13011
5,2416,15372
5,2417,13731
5,2418,28134
5,2419,80686
5,2420,14231
5,2421,17189
5,2422,46208
5,2423,11530
5,2424,10312
5,2425,9399
5,2426,9397
5,2427,17658
5,2428,9483
5,2429,12726
5,2430,17362
3,2431,6781
3,2432,12801
3,2433,14218
3,2434,17653
3,2435,10006
3,2436,89340
3,2437,91998
3,2438,76674
3,2439,61815
3,2440,5165
3,2441,5525
3,2442,11207
3,2443,8282
3,2444,16026
3,2445,12337
3,2446,10882
3,2447,6852
3,2448,27620
3,2449,75166
3,2450,14298
3,2451,17370
3,2452,31605
3,2453,18522
3,2454,9730
3,2455,17959
3,2456,7731
3,2457,9435
3,2458,11327
3,2459,21474
3,2460,8266
7,2461,5462
7,2462,7079
7,2463,12861
7,2464,9218
7,2465,11137
7,2466,80360
7,2467,87684
7,2468,78251
7,2469,76618
7,2470,7615
7,2471,4993
7,2472,8712
7,2473,10428
7,2474,9082
7,2475,7815
7,2476,11223
7,2477,9933
7,2478,34925
7,2479,102265
7,2480,10828
7,2481,13321
7,2482,38897
7,2483,19828
7,2484,11690
7,2485,12409
7,2486,17123
7,2487,9805
7,2488,16595
7,2489,14372
7,2490,15634
0,2491,5950
0,2492,7132
0,2493,24436
0,2494,14017
0,2495,8748
0,2496,102580
0,2497,115106
0,2498,77393
0,2499,54874
0,2500,12815
0,2501,7866
0,2502,5344
0,2503,8528
0,2504,7001
0,2505,10214
0,2506,11318
0,2507,16039
0,2508,16228
0,2509,109570
0,2510,10616
0,2511,9551
0,2512,48411
0,2513,18143
0,2514,15951
0,2515,14500
0,2516,11074
0,2517,14010
0,2518,11480
0,2519,8516
0,2520,12053
5,2521,6062
5,2522,10732
5,2523,7970
5,2524,11341
5,2525,13649
5,2526,76261
5,2527,124955
5,2528,70800
5,2529,67544
5,2530,9228
5,2531,6442
5,2532,8643
5,2533,14095
5,2534,12238
5,2535,13011
5,2536,15372
5,2537,13731
5,2538,28134
5,2539,80686
5,2540,14231
5,2541,17189
5,2542,46208
5,2543,11530
5,2544,10312
5,2545,9399
5,2546,9397
5,2547,17658
5,2548,9483
5,2549,12726
5,2550,17362
0,2551,5950
0,2552,7132
0,2553,24436
0,2554,14017
0,2555,8748
0,2556,102580
0,2557,115106
0,2558,77393
0,2559,54874
0,2560,12815
0,2561,7866
0,2562,5344
0,2563,8528
0,2564,7001
0,2565,10214
0,2566,11318
0,2567,16039
0,2568,16228
0,2569,109570
0,2570,10616
0,2571,9551
0,2572,48411
0,2573,18143
0,2574,15951
0,2575,14500
0,2576,11074
0,2577,14010
0,2578,11480
0,2579,8516
0,2580,12053
7,2581,5462
7,2582,7079
7,2583,12861
7,2584,9218
7,2585,11137
7,2586,80360
7,2587,87684
7,2588,78251
7,2589,76618
7,2590,7615
7,2591,4993
7,2592,8712
7,2593,10428
7,2594,9082
7,2595,7815
7,2596,11223
7,2597,9933
7,2598,34925
7,2599,102265
7,2600,10828
7,2601,13321
7,2602,38897
7,2603,19828
7,2604,11690
7,2605,12409
7,2606,17123
7,2607,9805
7,2608,16595
7,2609,14372
7,2610,15634
3,2611,6781
3,2612,12801
3,2613,14218
3,2614,17653
3,2615,10006
3,2616,89340
3,2617,91998
3,2618,76674
3,2619,61815
3,2620,5165
3,2621,5525
3,2622,11207
3,2623,8282
3,2624,16026
3,2625,12337
3,2626,10882
3,2627,6852
3,2628,27620
3,2629,75166
3,2630,14298
3,2631,17370
3,2632,31605
3,2633,18522
3,2634,9730
3,2635,17959
3,2636,7731
3,2637,9435
3,2638,11327
3,2639,21474
3,2640,8266
0,2641,5950
0,2642,7132
0,2643,24436
0,2644,14017
0,2645,8748
0,2646,102580
0,2647,115106
0,2648,77393
0,2649,54874
0,2650,12815
0,2651,7866
0,2652,5344
0,2653,8528
0,2654,7001
0,2655,10214
0,2656,11318
0,2657,16039
0,2658,16228
0,2659,109570
0,2660,10616
0,2661,9551
0,2662,48411
0,2663,18143
0,2664,15951
0,2665,14500
0,2666,11074
0,2667,14010
0,2668,11480
0,2669,8516
0,2670,12053
3,2671,6781
3,2672,12801
3,2673,14218
3,2674,17653
3,2675,10006
3,2676,89340
3,2677,91998
3,2678,76674
3,2679,61815
3,2680,5165
3,2681,5525
3,2682,11207
3,2683,8282
3,2684,16026
3,2685,12337
3,2686,10882
3,2687,6852
3,2688,27620
3,2689,75166
3,2690,14298
3,2691,17370
3,2692,31605
3,2693,18522
3,2694,9730
3,2695,17959
3,2696,7731
3,2697,9435
3,2698,11327
3,2699,21474
3,2700,8266
7,2701,5462
7,2702,7079
7,2703,12861
7,2704,9218
7,2705,11137
7,2706,80360
7,2707,87684
7,2708,78251
7,2709,76618
7,2710,7615
7,2711,4993
7,2712,8712
7,2713,10428
7,2714,9082
7,2715,7815
7,2716,11223
7,2717,9933
7,2718,34925
7,2719,102265
7,2720,10828
7,2721,13321
7,2722,38897
7,2723,19828
7,2724,11690
7,2725,12409
7,2726,17123
7,2727,9805
7,2728,16595
7,2729,14372
7,2730,15634
5,2731,6062
5,2732,10732
5,2733,7970
5,2734,11341
5,2735,13649
5,2736,76261
5,2737,124955
5,2738,70800
5,2739,67544
5,2740,9228
5,2741,6442
5,2742,8643
5,2743,14095
5,2744,12238
5,2745,13011
5,2746,15372
5,2747,13731
5,2748,28134
5,2749,80686
5,2750,14231
5,2751,17189
5,2752,46208
5,2753,11530
5,2754,10312
5,2755,9399
5,2756,9397
5,2757,17658
5,2758,9483
5,2759,12726
5,2760,17362
7,2761,5462
7,2762,7079
7,2763,12861
7,2764,9218
7,2765,11137
7,2766,80360
7,2767,87684
7,2768,78251
7,2769,76618
7,2770,7615
7,2771,4993
7,2772,8712
7,2773,10428
7,2774,9082
7,2775,7815
7,2776,11223
7,2777,9933
7,2778,34925
7,2779,102265
7,2780,10828
7,2781,13321
7,2782,38897
7,2783,19828
7,2784,11690
7,2785,12409
7,2786,17123
7,2787,9805
7,2788,16595
7,2789,14372
7,2790,15634
0,2791,5950
0,2792,7132
0,2793,24436
0,2794,14017
0,2795,8748
0,2796,102580
0,2797,115106
0,2798,77393
0,2799,54874
0,2800,12815
0,2801,7866
0,2802,5344
0,2803,8528
0,2804,7001
0,2805,10214
0,2806,11318
0,2807,16039
0,2808,16228
0,2809,109570
0,2810,10616
0,2811,9551
0,2812,48411
0,2813,18143
0,2814,15951
0,2815,14500
0,2816,11074
0,2817,14010
0,2818,11480
0,2819,8516
0,2820,12053
3,2821,6781
3,2822,12801
3,2823,14218
3,2824,17653
3,2825,10006
3,2826,89340
3,2827,91998
3,2828,76674
3,2829,61815
3,2830,5165
3,2831,5525
3,2832,11207
3,2833,8282
3,2834,16026
3,2835,12337
3,2836,10882
3,2837,6852
3,2838,27620
3,2839,75166
3,2840,14298
3,2841,17370
3,2842,31605
3,2843,18522
3,2844,9730
3,2845,17959
3,2846,7731
3,2847,9435
3,2848,11327
3,2849,21474
3,2850,8266
5,2851,6062
5,2852,10732
5,2853,7970
5,2854,11341
5,2855,13649
5,2856,76261
5,2857,124955
5,2858,70800
5,2859,67544
5,2860,9228
5,2861,6442
5,2862,8643
5,2863,14095
5,2864,12238
5,2865,13011
5,2866,15372
5,2867,13731
5,2868,28134
5,2869,80686
5,2870,14231
5,2871,17189
5,2872,46208
5,2873,11530
5,2874,10312
5,2875,9399
5,2876,9397
5,2877,17658
5,2878,9483
5,2879,12726
5,2880,17362
