dataset_ID,interval,attack,spikes,class,differenceSpikes_1
7,273,Spontaneous,12861,0,5782
7,274,Spontaneous,9218,0,-3643
7,275,Spontaneous,11137,0,1919
7,276,Spontaneous,80360,0,69223
7,277,Spontaneous,87684,0,7324
7,278,Spontaneous,78251,0,-9433
7,279,Spontaneous,76618,0,-1633
7,280,Spontaneous,7615,0,-69003
7,281,Spontaneous,4993,0,-2622
7,282,Spontaneous,8712,0,3719
7,283,Spontaneous,10428,0,1716
7,284,Spontaneous,9082,0,-1346
7,285,Spontaneous,7815,0,-1267
7,286,Spontaneous,11223,0,3408
7,287,Spontaneous,9933,0,-1290
7,288,Spontaneous,34925,0,24992
7,289,Spontaneous,102265,0,67340
7,290,Spontaneous,10828,0,-91437
7,291,Spontaneous,13321,0,2493
7,292,Spontaneous,38897,0,25576
7,293,Spontaneous,19828,0,-19069
7,294,Spontaneous,11690,0,-8138
7,295,Spontaneous,12409,0,719
7,296,Spontaneous,17123,0,4714
7,297,Spontaneous,9805,0,-7318
7,298,Spontaneous,16595,0,6790
7,299,Spontaneous,14372,0,-2223
7,300,Spontaneous,15634,0,1262
0,301,Spontaneous,5950,0,-9684
0,302,Spontaneous,7132,0,1182
0,303,Spontaneous,24436,0,17304
0,304,Spontaneous,14017,0,-10419
0,305,Spontaneous,8748,0,-5269
0,306,Spontaneous,102580,0,93832
0,307,Spontaneous,115106,0,12526
0,308,Spontaneous,77393,0,-37713
0,309,Spontaneous,54874,0,-22519
0,310,Spontaneous,12815,0,-42059
0,311,Spontaneous,7866,0,-4949
0,312,Spontaneous,5344,0,-2522
0,313,Spontaneous,8528,0,3184
0,314,Spontaneous,7001,0,-1527
0,315,Spontaneous,10214,0,3213
0,316,Spontaneous,11318,0,1104
0,317,Spontaneous,16039,0,4721
0,318,Spontaneous,16228,0,189
0,319,Spontaneous,109570,0,93342
0,320,Spontaneous,10616,0,-98954
0,321,Spontaneous,9551,0,-1065
0,322,Spontaneous,48411,0,38860
0,323,Spontaneous,18143,0,-30268
0,324,Spontaneous,15951,0,-2192
0,325,Spontaneous,14500,0,-1451
0,326,Spontaneous,11074,0,-3426
0,327,Spontaneous,14010,0,2936
0,328,Spontaneous,11480,0,-2530
0,329,Spontaneous,8516,0,-2964
0,330,Spontaneous,12053,0,3537
5,331,FLO,6062,0,-5991
5,332,FLO,10732,0,4670
5,333,FLO,7970,0,-2762
5,334,FLO,11341,0,3371
5,335,FLO,13649,0,2308
5,336,FLO,76261,0,62612
5,337,FLO,150289,1,74028
5,338,FLO,71774,0,-78515
5,339,FLO,67561,0,-4213
5,340,FLO,9293,0,-58268
5,341,FLO,6397,0,-2896
5,342,FLO,8690,0,2293
5,343,FLO,14017,0,5327
5,344,FLO,12268,0,-1749
5,345,FLO,13064,0,796
5,346,FLO,15241,0,2177
5,347,FLO,13747,0,-1494
5,348,FLO,28150,0,14403
5,349,FLO,80542,0,52392
5,350,FLO,14238,0,-66304
5,351,FLO,17240,0,3002
5,352,FLO,46155,0,28915
5,353,FLO,11481,0,-34674
5,354,FLO,10397,0,-1084
5,355,FLO,9400,0,-997
5,356,FLO,9351,0,-49
5,357,FLO,17711,0,8360
5,358,FLO,9441,0,-8270
5,359,FLO,12714,0,3273
5,360,FLO,17375,0,4661
5,361,FLO,6062,0,-11313
5,362,FLO,10732,0,4670
5,363,FLO,7970,0,-2762
5,364,FLO,11341,0,3371
5,365,FLO,13649,0,2308
5,366,FLO,76261,0,62612
5,367,FLO,150289,1,74028
5,368,FLO,71774,0,-78515
5,369,FLO,67561,0,-4213
5,370,FLO,9293,0,-58268
5,371,FLO,6397,0,-2896
5,372,FLO,8690,0,2293
5,373,FLO,14017,0,5327
5,374,FLO,12268,0,-1749
5,375,FLO,13064,0,796
5,376,FLO,15241,0,2177
5,377,FLO,13747,0,-1494
5,378,FLO,28150,0,14403
5,379,FLO,80542,0,52392
5,380,FLO,14238,0,-66304
5,381,FLO,17240,0,3002
5,382,FLO,46155,0,28915
5,383,FLO,11481,0,-34674
5,384,FLO,10397,0,-1084
5,385,FLO,9400,0,-997
5,386,FLO,9351,0,-49
5,387,FLO,17711,0,8360
5,388,FLO,9441,0,-8270
5,389,FLO,12714,0,3273
5,390,FLO,17375,0,4661
7,391,FLO,5462,0,-11913
7,392,FLO,7079,0,1617
7,393,FLO,12861,0,5782
7,394,FLO,9218,0,-3643
7,395,FLO,11137,0,1919
7,396,FLO,80360,0,69223
7,397,FLO,109553,1,29193
7,398,FLO,78483,0,-31070
7,399,FLO,76699,0,-1784
7,400,FLO,7665,0,-69034
7,401,FLO,4969,0,-2696
7,402,FLO,8722,0,3753
7,403,FLO,10390,0,1668
7,404,FLO,8979,0,-1411
7,405,FLO,7807,0,-1172
7,406,FLO,11147,0,3340
7,407,FLO,9966,0,-1181
7,408,FLO,34967,0,25001
7,409,FLO,102224,0,67257
7,410,FLO,10815,0,-91409
7,411,FLO,13312,0,2497
7,412,FLO,38942,0,25630
7,413,FLO,19998,0,-18944
7,414,FLO,11638,0,-8360
7,415,FLO,12469,0,831
7,416,FLO,17079,0,4610
7,417,FLO,9810,0,-7269
7,418,FLO,16521,0,6711
7,419,FLO,14473,0,-2048
7,420,FLO,15582,0,1109
3,421,Spontaneous,6781,0,-8801
3,422,Spontaneous,12801,0,6020
3,423,Spontaneous,14218,0,1417
3,424,Spontaneous,17653,0,3435
3,425,Spontaneous,10006,0,-7647
3,426,Spontaneous,89340,0,79334
3,427,Spontaneous,91998,0,2658
3,428,Spontaneous,76674,0,-15324
3,429,Spontaneous,61815,0,-14859
3,430,Spontaneous,5165,0,-56650
3,431,Spontaneous,5525,0,360
3,432,Spontaneous,11207,0,5682
3,433,Spontaneous,8282,0,-2925
3,434,Spontaneous,16026,0,7744
3,435,Spontaneous,12337,0,-3689
3,436,Spontaneous,10882,0,-1455
3,437,Spontaneous,6852,0,-4030
3,438,Spontaneous,27620,0,20768
3,439,Spontaneous,75166,0,47546
3,440,Spontaneous,14298,0,-60868
3,441,Spontaneous,17370,0,3072
3,442,Spontaneous,31605,0,14235
3,443,Spontaneous,18522,0,-13083
3,444,Spontaneous,9730,0,-8792
3,445,Spontaneous,17959,0,8229
3,446,Spontaneous,7731,0,-10228
3,447,Spontaneous,9435,0,1704
3,448,Spontaneous,11327,0,1892
3,449,Spontaneous,21474,0,10147
3,450,Spontaneous,8266,0,-13208
0,451,FLO,5950,0,-2316
0,452,FLO,7132,0,1182
0,453,FLO,24436,0,17304
0,454,FLO,14017,0,-10419
0,455,FLO,8748,0,-5269
0,456,FLO,102580,0,93832
0,457,FLO,130253,1,27673
0,458,FLO,79058,0,-51195
0,459,FLO,55046,0,-24012
0,460,FLO,12614,0,-42432
0,461,FLO,7952,0,-4662
0,462,FLO,5347,0,-2605
0,463,FLO,8414,0,3067
0,464,FLO,7029,0,-1385
0,465,FLO,10252,0,3223
0,466,FLO,11303,0,1051
0,467,FLO,16003,0,4700
0,468,FLO,16181,0,178
0,469,FLO,109649,0,93468
0,470,FLO,10577,0,-99072
0,471,FLO,9550,0,-1027
0,472,FLO,48445,0,38895
0,473,FLO,18210,0,-30235
0,474,FLO,15996,0,-2214
0,475,FLO,14568,0,-1428
0,476,FLO,11044,0,-3524
0,477,FLO,14017,0,2973
0,478,FLO,11485,0,-2532
0,479,FLO,8510,0,-2975
0,480,FLO,12043,0,3533
5,481,FLO,6062,0,-5981
5,482,FLO,10732,0,4670
5,483,FLO,7970,0,-2762
5,484,FLO,11341,0,3371
5,485,FLO,13649,0,2308
5,486,FLO,76261,0,62612
5,487,FLO,150289,1,74028
5,488,FLO,71774,0,-78515
5,489,FLO,67561,0,-4213
5,490,FLO,9293,0,-58268
5,491,FLO,6397,0,-2896
5,492,FLO,8690,0,2293
5,493,FLO,14017,0,5327
5,494,FLO,12268,0,-1749
5,495,FLO,13064,0,796
5,496,FLO,15241,0,2177
5,497,FLO,13747,0,-1494
5,498,FLO,28150,0,14403
5,499,FLO,80542,0,52392
5,500,FLO,14238,0,-66304
5,501,FLO,17240,0,3002
5,502,FLO,46155,0,28915
5,503,FLO,11481,0,-34674
5,504,FLO,10397,0,-1084
5,505,FLO,9400,0,-997
5,506,FLO,9351,0,-49
5,507,FLO,17711,0,8360
5,508,FLO,9441,0,-8270
5,509,FLO,12714,0,3273
5,510,FLO,17375,0,4661
3,511,Spontaneous,6781,0,-10594
3,512,Spontaneous,12801,0,6020
3,513,Spontaneous,14218,0,1417
3,514,Spontaneous,17653,0,3435
3,515,Spontaneous,10006,0,-7647
3,516,Spontaneous,89340,0,79334
3,517,Spontaneous,91998,0,2658
3,518,Spontaneous,76674,0,-15324
3,519,Spontaneous,61815,0,-14859
3,520,Spontaneous,5165,0,-56650
3,521,Spontaneous,5525,0,360
3,522,Spontaneous,11207,0,5682
3,523,Spontaneous,8282,0,-2925
3,524,Spontaneous,16026,0,7744
3,525,Spontaneous,12337,0,-3689
3,526,Spontaneous,10882,0,-1455
3,527,Spontaneous,6852,0,-4030
3,528,Spontaneous,27620,0,20768
3,529,Spontaneous,75166,0,47546
3,530,Spontaneous,14298,0,-60868
3,531,Spontaneous,17370,0,3072
3,532,Spontaneous,31605,0,14235
3,533,Spontaneous,18522,0,-13083
3,534,Spontaneous,9730,0,-8792
3,535,Spontaneous,17959,0,8229
3,536,Spontaneous,7731,0,-10228
3,537,Spontaneous,9435,0,1704
3,538,Spontaneous,11327,0,1892
3,539,Spontaneous,21474,0,10147
3,540,Spontaneous,8266,0,-13208
7,541,FLO,5462,0,-2804
7,542,FLO,7079,0,1617
7,543,FLO,12861,0,5782
7,544,FLO,9218,0,-3643
7,545,FLO,11137,0,1919
7,546,FLO,80360,0,69223
7,547,FLO,109553,1,29193
7,548,FLO,78483,0,-31070
7,549,FLO,76699,0,-1784
7,550,FLO,7665,0,-69034
7,551,FLO,4969,0,-2696
7,552,FLO,8722,0,3753
7,553,FLO,10390,0,1668
7,554,FLO,8979,0,-1411
7,555,FLO,7807,0,-1172
7,556,FLO,11147,0,3340
7,557,FLO,9966,0,-1181
7,558,FLO,34967,0,25001
7,559,FLO,102224,0,67257
7,560,FLO,10815,0,-91409
7,561,FLO,13312,0,2497
7,562,FLO,38942,0,25630
7,563,FLO,19998,0,-18944
7,564,FLO,11638,0,-8360
7,565,FLO,12469,0,831
7,566,FLO,17079,0,4610
7,567,FLO,9810,0,-7269
7,568,FLO,16521,0,6711
7,569,FLO,14473,0,-2048
7,570,FLO,15582,0,1109
0,571,Spontaneous,5950,0,-9632
0,572,Spontaneous,7132,0,1182
0,573,Spontaneous,24436,0,17304
0,574,Spontaneous,14017,0,-10419
0,575,Spontaneous,8748,0,-5269
0,576,Spontaneous,102580,0,93832
0,577,Spontaneous,115106,0,12526
0,578,Spontaneous,77393,0,-37713
0,579,Spontaneous,54874,0,-22519
0,580,Spontaneous,12815,0,-42059
0,581,Spontaneous,7866,0,-4949
0,582,Spontaneous,5344,0,-2522
0,583,Spontaneous,8528,0,3184
0,584,Spontaneous,7001,0,-1527
0,585,Spontaneous,10214,0,3213
0,586,Spontaneous,11318,0,1104
0,587,Spontaneous,16039,0,4721
0,588,Spontaneous,16228,0,189
0,589,Spontaneous,109570,0,93342
0,590,Spontaneous,10616,0,-98954
0,591,Spontaneous,9551,0,-1065
0,592,Spontaneous,48411,0,38860
0,593,Spontaneous,18143,0,-30268
0,594,Spontaneous,15951,0,-2192
0,595,Spontaneous,14500,0,-1451
0,596,Spontaneous,11074,0,-3426
0,597,Spontaneous,14010,0,2936
0,598,Spontaneous,11480,0,-2530
0,599,Spontaneous,8516,0,-2964
0,600,Spontaneous,12053,0,3537
7,601,Spontaneous,5462,0,-6591
7,602,Spontaneous,7079,0,1617
7,603,Spontaneous,12861,0,5782
7,604,Spontaneous,9218,0,-3643
7,605,Spontaneous,11137,0,1919
7,606,Spontaneous,80360,0,69223
7,607,Spontaneous,87684,0,7324
7,608,Spontaneous,78251,0,-9433
7,609,Spontaneous,76618,0,-1633
7,610,Spontaneous,7615,0,-69003
7,611,Spontaneous,4993,0,-2622
7,612,Spontaneous,8712,0,3719
7,613,Spontaneous,10428,0,1716
7,614,Spontaneous,9082,0,-1346
7,615,Spontaneous,7815,0,-1267
7,616,Spontaneous,11223,0,3408
7,617,Spontaneous,9933,0,-1290
7,618,Spontaneous,34925,0,24992
7,619,Spontaneous,102265,0,67340
7,620,Spontaneous,10828,0,-91437
7,621,Spontaneous,13321,0,2493
7,622,Spontaneous,38897,0,25576
7,623,Spontaneous,19828,0,-19069
7,624,Spontaneous,11690,0,-8138
7,625,Spontaneous,12409,0,719
7,626,Spontaneous,17123,0,4714
7,627,Spontaneous,9805,0,-7318
7,628,Spontaneous,16595,0,6790
7,629,Spontaneous,14372,0,-2223
7,630,Spontaneous,15634,0,1262
5,631,FLO,6062,0,-9572
5,632,FLO,10732,0,4670
5,633,FLO,7970,0,-2762
5,634,FLO,11341,0,3371
5,635,FLO,13649,0,2308
5,636,FLO,76261,0,62612
5,637,FLO,150289,1,74028
5,638,FLO,71774,0,-78515
5,639,FLO,67561,0,-4213
5,640,FLO,9293,0,-58268
5,641,FLO,6397,0,-2896
5,642,FLO,8690,0,2293
5,643,FLO,14017,0,5327
5,644,FLO,12268,0,-1749
5,645,FLO,13064,0,796
5,646,FLO,15241,0,2177
5,647,FLO,13747,0,-1494
5,648,FLO,28150,0,14403
5,649,FLO,80542,0,52392
5,650,FLO,14238,0,-66304
5,651,FLO,17240,0,3002
5,652,FLO,46155,0,28915
5,653,FLO,11481,0,-34674
5,654,FLO,10397,0,-1084
5,655,FLO,9400,0,-997
5,656,FLO,9351,0,-49
5,657,FLO,17711,0,8360
5,658,FLO,9441,0,-8270
5,659,FLO,12714,0,3273
5,660,FLO,17375,0,4661
3,661,Spontaneous,6781,0,-10594
3,662,Spontaneous,12801,0,6020
3,663,Spontaneous,14218,0,1417
3,664,Spontaneous,17653,0,3435
3,665,Spontaneous,10006,0,-7647
3,666,Spontaneous,89340,0,79334
3,667,Spontaneous,91998,0,2658
3,668,Spontaneous,76674,0,-15324
3,669,Spontaneous,61815,0,-14859
3,670,Spontaneous,5165,0,-56650
3,671,Spontaneous,5525,0,360
3,672,Spontaneous,11207,0,5682
3,673,Spontaneous,8282,0,-2925
3,674,Spontaneous,16026,0,7744
3,675,Spontaneous,12337,0,-3689
3,676,Spontaneous,10882,0,-1455
3,677,Spontaneous,6852,0,-4030
3,678,Spontaneous,27620,0,20768
3,679,Spontaneous,75166,0,47546
3,680,Spontaneous,14298,0,-60868
3,681,Spontaneous,17370,0,3072
3,682,Spontaneous,31605,0,14235
3,683,Spontaneous,18522,0,-13083
3,684,Spontaneous,9730,0,-8792
3,685,Spontaneous,17959,0,8229
3,686,Spontaneous,7731,0,-10228
3,687,Spontaneous,9435,0,1704
3,688,Spontaneous,11327,0,1892
3,689,Spontaneous,21474,0,10147
3,690,Spontaneous,8266,0,-13208
0,691,Spontaneous,5950,0,-2316
0,692,Spontaneous,7132,0,1182
0,693,Spontaneous,24436,0,17304
0,694,Spontaneous,14017,0,-10419
0,695,Spontaneous,8748,0,-5269
0,696,Spontaneous,102580,0,93832
0,697,Spontaneous,115106,0,12526
0,698,Spontaneous,77393,0,-37713
0,699,Spontaneous,54874,0,-22519
0,700,Spontaneous,12815,0,-42059
0,701,Spontaneous,7866,0,-4949
0,702,Spontaneous,5344,0,-2522
0,703,Spontaneous,8528,0,3184
0,704,Spontaneous,7001,0,-1527
0,705,Spontaneous,10214,0,3213
0,706,Spontaneous,11318,0,1104
0,707,Spontaneous,16039,0,4721
0,708,Spontaneous,16228,0,189
0,709,Spontaneous,109570,0,93342
0,710,Spontaneous,10616,0,-98954
0,711,Spontaneous,9551,0,-1065
0,712,Spontaneous,48411,0,38860
0,713,Spontaneous,18143,0,-30268
0,714,Spontaneous,15951,0,-2192
0,715,Spontaneous,14500,0,-1451
0,716,Spontaneous,11074,0,-3426
0,717,Spontaneous,14010,0,2936
0,718,Spontaneous,11480,0,-2530
0,719,Spontaneous,8516,0,-2964
0,720,Spontaneous,12053,0,3537
5,721,Spontaneous,6062,0,-5991
5,722,Spontaneous,10732,0,4670
5,723,Spontaneous,7970,0,-2762
5,724,Spontaneous,11341,0,3371
5,725,Spontaneous,13649,0,2308
5,726,Spontaneous,76261,0,62612
5,727,Spontaneous,124955,0,48694
5,728,Spontaneous,70800,0,-54155
5,729,Spontaneous,67544,0,-3256
5,730,Spontaneous,9228,0,-58316
5,731,Spontaneous,6442,0,-2786
5,732,Spontaneous,8643,0,2201
5,733,Spontaneous,14095,0,5452
5,734,Spontaneous,12238,0,-1857
5,735,Spontaneous,13011,0,773
5,736,Spontaneous,15372,0,2361
5,737,Spontaneous,13731,0,-1641
5,738,Spontaneous,28134,0,14403
5,739,Spontaneous,80686,0,52552
5,740,Spontaneous,14231,0,-66455
5,741,Spontaneous,17189,0,2958
5,742,Spontaneous,46208,0,29019
5,743,Spontaneous,11530,0,-34678
5,744,Spontaneous,10312,0,-1218
5,745,Spontaneous,9399,0,-913
5,746,Spontaneous,9397,0,-2
5,747,Spontaneous,17658,0,8261
5,748,Spontaneous,9483,0,-8175
5,749,Spontaneous,12726,0,3243
5,750,Spontaneous,17362,0,4636
0,751,Spontaneous,5950,0,-11412
0,752,Spontaneous,7132,0,1182
0,753,Spontaneous,24436,0,17304
0,754,Spontaneous,14017,0,-10419
0,755,Spontaneous,8748,0,-5269
0,756,Spontaneous,102580,0,93832
0,757,Spontaneous,115106,0,12526
0,758,Spontaneous,77393,0,-37713
0,759,Spontaneous,54874,0,-22519
0,760,Spontaneous,12815,0,-42059
0,761,Spontaneous,7866,0,-4949
0,762,Spontaneous,5344,0,-2522
0,763,Spontaneous,8528,0,3184
0,764,Spontaneous,7001,0,-1527
0,765,Spontaneous,10214,0,3213
0,766,Spontaneous,11318,0,1104
0,767,Spontaneous,16039,0,4721
0,768,Spontaneous,16228,0,189
0,769,Spontaneous,109570,0,93342
0,770,Spontaneous,10616,0,-98954
0,771,Spontaneous,9551,0,-1065
0,772,Spontaneous,48411,0,38860
0,773,Spontaneous,18143,0,-30268
0,774,Spontaneous,15951,0,-2192
0,775,Spontaneous,14500,0,-1451
0,776,Spontaneous,11074,0,-3426
0,777,Spontaneous,14010,0,2936
0,778,Spontaneous,11480,0,-2530
0,779,Spontaneous,8516,0,-2964
0,780,Spontaneous,12053,0,3537
3,781,Spontaneous,6781,0,-5272
3,782,Spontaneous,12801,0,6020
3,783,Spontaneous,14218,0,1417
3,784,Spontaneous,17653,0,3435
3,785,Spontaneous,10006,0,-7647
3,786,Spontaneous,89340,0,79334
3,787,Spontaneous,91998,0,2658
3,788,Spontaneous,76674,0,-15324
3,789,Spontaneous,61815,0,-14859
3,790,Spontaneous,5165,0,-56650
3,791,Spontaneous,5525,0,360
3,792,Spontaneous,11207,0,5682
3,793,Spontaneous,8282,0,-2925
3,794,Spontaneous,16026,0,7744
3,795,Spontaneous,12337,0,-3689
3,796,Spontaneous,10882,0,-1455
3,797,Spontaneous,6852,0,-4030
3,798,Spontaneous,27620,0,20768
3,799,Spontaneous,75166,0,47546
3,800,Spontaneous,14298,0,-60868
3,801,Spontaneous,17370,0,3072
3,802,Spontaneous,31605,0,14235
3,803,Spontaneous,18522,0,-13083
3,804,Spontaneous,9730,0,-8792
3,805,Spontaneous,17959,0,8229
3,806,Spontaneous,7731,0,-10228
3,807,Spontaneous,9435,0,1704
3,808,Spontaneous,11327,0,1892
3,809,Spontaneous,21474,0,10147
3,810,Spontaneous,8266,0,-13208
7,811,FLO,5462,0,-2804
7,812,FLO,7079,0,1617
7,813,FLO,12861,0,5782
7,814,FLO,9218,0,-3643
7,815,FLO,11137,0,1919
7,816,FLO,80360,0,69223
7,817,FLO,109553,1,29193
7,818,FLO,78483,0,-31070
7,819,FLO,76699,0,-1784
7,820,FLO,7665,0,-69034
7,821,FLO,4969,0,-2696
7,822,FLO,8722,0,3753
7,823,FLO,10390,0,1668
7,824,FLO,8979,0,-1411
7,825,FLO,7807,0,-1172
7,826,FLO,11147,0,3340
7,827,FLO,9966,0,-1181
7,828,FLO,34967,0,25001
7,829,FLO,102224,0,67257
7,830,FLO,10815,0,-91409
7,831,FLO,13312,0,2497
7,832,FLO,38942,0,25630
7,833,FLO,19998,0,-18944
7,834,FLO,11638,0,-8360
7,835,FLO,12469,0,831
7,836,FLO,17079,0,4610
7,837,FLO,9810,0,-7269
7,838,FLO,16521,0,6711
7,839,FLO,14473,0,-2048
7,840,FLO,15582,0,1109
0,841,Spontaneous,5950,0,-9632
0,842,Spontaneous,7132,0,1182
0,843,Spontaneous,24436,0,17304
0,844,Spontaneous,14017,0,-10419
0,845,Spontaneous,8748,0,-5269
0,846,Spontaneous,102580,0,93832
0,847,Spontaneous,115106,0,12526
0,848,Spontaneous,77393,0,-37713
0,849,Spontaneous,54874,0,-22519
0,850,Spontaneous,12815,0,-42059
0,851,Spontaneous,7866,0,-4949
0,852,Spontaneous,5344,0,-2522
0,853,Spontaneous,8528,0,3184
0,854,Spontaneous,7001,0,-1527
0,855,Spontaneous,10214,0,3213
0,856,Spontaneous,11318,0,1104
0,857,Spontaneous,16039,0,4721
0,858,Spontaneous,16228,0,189
0,859,Spontaneous,109570,0,93342
0,860,Spontaneous,10616,0,-98954
0,861,Spontaneous,9551,0,-1065
0,862,Spontaneous,48411,0,38860
0,863,Spontaneous,18143,0,-30268
0,864,Spontaneous,15951,0,-2192
0,865,Spontaneous,14500,0,-1451
0,866,Spontaneous,11074,0,-3426
0,867,Spontaneous,14010,0,2936
0,868,Spontaneous,11480,0,-2530
0,869,Spontaneous,8516,0,-2964
0,870,Spontaneous,12053,0,3537
7,871,Spontaneous,5462,0,-6591
7,872,Spontaneous,7079,0,1617
7,873,Spontaneous,12861,0,5782
7,874,Spontaneous,9218,0,-3643
7,875,Spontaneous,11137,0,1919
7,876,Spontaneous,80360,0,69223
7,877,Spontaneous,87684,0,7324
7,878,Spontaneous,78251,0,-9433
7,879,Spontaneous,76618,0,-1633
7,880,Spontaneous,7615,0,-69003
7,881,Spontaneous,4993,0,-2622
7,882,Spontaneous,8712,0,3719
7,883,Spontaneous,10428,0,1716
7,884,Spontaneous,9082,0,-1346
7,885,Spontaneous,7815,0,-1267
7,886,Spontaneous,11223,0,3408
7,887,Spontaneous,9933,0,-1290
7,888,Spontaneous,34925,0,24992
7,889,Spontaneous,102265,0,67340
7,890,Spontaneous,10828,0,-91437
7,891,Spontaneous,13321,0,2493
7,892,Spontaneous,38897,0,25576
7,893,Spontaneous,19828,0,-19069
7,894,Spontaneous,11690,0,-8138
7,895,Spontaneous,12409,0,719
7,896,Spontaneous,17123,0,4714
7,897,Spontaneous,9805,0,-7318
7,898,Spontaneous,16595,0,6790
7,899,Spontaneous,14372,0,-2223
7,900,Spontaneous,15634,0,1262
5,901,FLO,6062,0,-9572
5,902,FLO,10732,0,4670
5,903,FLO,7970,0,-2762
5,904,FLO,11341,0,3371
5,905,FLO,13649,0,2308
5,906,FLO,76261,0,62612
5,907,FLO,150289,1,74028
5,908,FLO,71774,0,-78515
5,909,FLO,67561,0,-4213
5,910,FLO,9293,0,-58268
5,911,FLO,6397,0,-2896
5,912,FLO,8690,0,2293
5,913,FLO,14017,0,5327
5,914,FLO,12268,0,-1749
5,915,FLO,13064,0,796
5,916,FLO,15241,0,2177
5,917,FLO,13747,0,-1494
5,918,FLO,28150,0,14403
5,919,FLO,80542,0,52392
5,920,FLO,14238,0,-66304
5,921,FLO,17240,0,3002
5,922,FLO,46155,0,28915
5,923,FLO,11481,0,-34674
5,924,FLO,10397,0,-1084
5,925,FLO,9400,0,-997
5,926,FLO,9351,0,-49
5,927,FLO,17711,0,8360
5,928,FLO,9441,0,-8270
5,929,FLO,12714,0,3273
5,930,FLO,17375,0,4661
3,931,FLO,6781,0,-10594
3,932,FLO,12801,0,6020
3,933,FLO,14218,0,1417
3,934,FLO,17653,0,3435
3,935,FLO,10006,0,-7647
3,936,FLO,89340,0,79334
3,937,FLO,104056,1,14716
3,938,FLO,78089,0,-25967
3,939,FLO,60910,0,-17179
3,940,FLO,5216,0,-55694
3,941,FLO,5541,0,325
3,942,FLO,11145,0,5604
3,943,FLO,8243,0,-2902
3,944,FLO,15989,0,7746
3,945,FLO,12200,0,-3789
3,946,FLO,10955,0,-1245
3,947,FLO,6845,0,-4110
3,948,FLO,27671,0,20826
3,949,FLO,74994,0,47323
3,950,FLO,14294,0,-60700
3,951,FLO,17502,0,3208
3,952,FLO,31572,0,14070
3,953,FLO,18532,0,-13040
3,954,FLO,9738,0,-8794
3,955,FLO,17898,0,8160
3,956,FLO,7696,0,-10202
3,957,FLO,9458,0,1762
3,958,FLO,11279,0,1821
3,959,FLO,21528,0,10249
3,960,FLO,8316,0,-13212
0,961,FLO,5950,0,-2366
0,962,FLO,7132,0,1182
0,963,FLO,24436,0,17304
0,964,FLO,14017,0,-10419
0,965,FLO,8748,0,-5269
0,966,FLO,102580,0,93832
0,967,FLO,130253,1,27673
0,968,FLO,79058,0,-51195
0,969,FLO,55046,0,-24012
0,970,FLO,12614,0,-42432
0,971,FLO,7952,0,-4662
0,972,FLO,5347,0,-2605
0,973,FLO,8414,0,3067
0,974,FLO,7029,0,-1385
0,975,FLO,10252,0,3223
0,976,FLO,11303,0,1051
0,977,FLO,16003,0,4700
0,978,FLO,16181,0,178
0,979,FLO,109649,0,93468
0,980,FLO,10577,0,-99072
0,981,FLO,9550,0,-1027
0,982,FLO,48445,0,38895
0,983,FLO,18210,0,-30235
0,984,FLO,15996,0,-2214
0,985,FLO,14568,0,-1428
0,986,FLO,11044,0,-3524
0,987,FLO,14017,0,2973
0,988,FLO,11485,0,-2532
0,989,FLO,8510,0,-2975
0,990,FLO,12043,0,3533
5,991,Spontaneous,6062,0,-5981
5,992,Spontaneous,10732,0,4670
5,993,Spontaneous,7970,0,-2762
5,994,Spontaneous,11341,0,3371
5,995,Spontaneous,13649,0,2308
5,996,Spontaneous,76261,0,62612
5,997,Spontaneous,124955,0,48694
5,998,Spontaneous,70800,0,-54155
5,999,Spontaneous,67544,0,-3256
5,1000,Spontaneous,9228,0,-58316
5,1001,Spontaneous,6442,0,-2786
5,1002,Spontaneous,8643,0,2201
5,1003,Spontaneous,14095,0,5452
5,1004,Spontaneous,12238,0,-1857
5,1005,Spontaneous,13011,0,773
5,1006,Spontaneous,15372,0,2361
5,1007,Spontaneous,13731,0,-1641
5,1008,Spontaneous,28134,0,14403
5,1009,Spontaneous,80686,0,52552
5,1010,Spontaneous,14231,0,-66455
5,1011,Spontaneous,17189,0,2958
5,1012,Spontaneous,46208,0,29019
5,1013,Spontaneous,11530,0,-34678
5,1014,Spontaneous,10312,0,-1218
5,1015,Spontaneous,9399,0,-913
5,1016,Spontaneous,9397,0,-2
5,1017,Spontaneous,17658,0,8261
5,1018,Spontaneous,9483,0,-8175
5,1019,Spontaneous,12726,0,3243
5,1020,Spontaneous,17362,0,4636
3,1021,Spontaneous,6781,0,-10581
3,1022,Spontaneous,12801,0,6020
3,1023,Spontaneous,14218,0,1417
3,1024,Spontaneous,17653,0,3435
3,1025,Spontaneous,10006,0,-7647
3,1026,Spontaneous,89340,0,79334
3,1027,Spontaneous,91998,0,2658
3,1028,Spontaneous,76674,0,-15324
3,1029,Spontaneous,61815,0,-14859
3,1030,Spontaneous,5165,0,-56650
3,1031,Spontaneous,5525,0,360
3,1032,Spontaneous,11207,0,5682
3,1033,Spontaneous,8282,0,-2925
3,1034,Spontaneous,16026,0,7744
3,1035,Spontaneous,12337,0,-3689
3,1036,Spontaneous,10882,0,-1455
3,1037,Spontaneous,6852,0,-4030
3,1038,Spontaneous,27620,0,20768
3,1039,Spontaneous,75166,0,47546
